TimerId,ParentId,TimerName,Count,Inc.Time,Exc.Time,NumFrames
5123,5085,SViewport_OnPaint,1316,0.2854231,0.0171378,659
5172,5123,SGameLayerManager [SLevelViewport.cpp(379)],658,0.0088779,0.0088779,659
5173,5123,Paint: Game UI,1316,0.2463026,0.0125767,659
7064,5173,SConstraintCanvas,51324,0.2337259,0.1801485,659
7070,7064,GuLiCommanderMiniMapWidget /Engine/Transient.UnrealEdEngine_0:GameInstance_1.GuLiCommanderMiniMapWidget_0_Paint,658,0.017833,0.001728,659
7071,7070,_Paint,1316,0.016105,0.0012256,659
7108,7071,SWidget_FastPathUpdate,1316,0.0148794,0.0015344,659
7076,7108,GuLiCommanderMiniMap_DynamicPaint,196,0.0133369,0.0133369,659
7075,7108,WBP_CommanderHUD [C_Map(GuLiCommanderMiniMapWidget.cpp(50))],196,8.10000029e-06,8.10000029e-06,659
7067,7064,WBP_CommanderHUD_C /Engine/Transient.UnrealEdEngine_0:GameInstance_1.WBP_CommanderHUD_C_0_Paint,658,0.1222855,0.000608099999,659
7078,7064,WBP_CommanderHUD [ScrollBox_0(SScrollBox.cpp(157))],1316,7.65999998e-05,7.65999998e-05,659
7077,7064,WBP_CommanderHUD [ScrollBox_0],1316,0.0078742,0.0078742,659
7082,7064,GuLiCommanderMiniMapWidget /Engine/Transient.UnrealEdEngine_0:GameInstance_2.GuLiCommanderMiniMapWidget_0_Paint,658,0.0183983,0.0020093,659
7071,7082,_Paint,1316,0.016389,0.0018198,659
7108,7071,SWidget_FastPathUpdate,1316,0.0145692,0.0021938,659
7076,7108,GuLiCommanderMiniMap_DynamicPaint,195,0.0123636,0.0123636,659
7075,7108,WBP_CommanderHUD [C_Map(GuLiCommanderMiniMapWidget.cpp(50))],195,1.17999998e-05,1.17999998e-05,659
7068,7064,WBP_CommanderHUD [C_Map(Widget.cpp(995))],1316,0.0027581,0.0004641,659
7069,7068,GuLiCommanderMiniMapWidget /Engine/Transient.UnrealEdEngine_0:GameInstance_1.GuLiCommanderMiniMapWidget_0_Tick,658,0.000806999998,0.000806999998,659
7081,7068,GuLiCommanderMiniMapWidget /Engine/Transient.UnrealEdEngine_0:GameInstance_2.GuLiCommanderMiniMapWidget_0_Tick,658,0.001487,0.001487,659
7080,7064,WBP_CommanderHUD_C /Engine/Transient.UnrealEdEngine_0:GameInstance_2.WBP_CommanderHUD_C_0_Paint,658,0.1029797,0.0005653,659
7065,7064,WBP_CommanderHUD [WBP_CommanderHUD_C_0],1316,0.0054638,0.0017539,659
7066,7065,WBP_CommanderHUD_C /Engine/Transient.UnrealEdEngine_0:GameInstance_1.WBP_CommanderHUD_C_0_Tick,658,0.0011251,0.0011251,659
7079,7065,WBP_CommanderHUD_C /Engine/Transient.UnrealEdEngine_0:GameInstance_2.WBP_CommanderHUD_C_0_Tick,658,0.0025848,0.0025848,659
6419,5123,SGameLayerManager [PlayLevel.cpp(3369)],658,0.0131048,0.0131048,659
6418,5085,SPIEViewport [PlayLevel.cpp(3383)],658,0.0042967,0.0042967,659
6417,5085,SGlobalPlayWorldActions [PlayLevel.cpp(3393)],658,0.000230999997,0.000230999997,659
5082,5081,Slate::Prepass,658,1.5242399,1.5107848,659
3538,5082,SWidget::Invalidate,103308,0.006084,0.006084,659
7063,5082,Slate_InvalidationProcessing,5264,0.0073711,0.0031379,659
7107,7063,Slate_InvalidationProcessing_PostUpdate,5264,0.000964900001,0.000946000001,659
7075,7107,WBP_CommanderHUD [C_Map(GuLiCommanderMiniMapWidget.cpp(50))],391,1.89000001e-05,1.89000001e-05,659
7106,7063,Slate_InvalidationProcessing_PrepassUpdate,5264,0.000488399996,0.000488399996,659
7105,7063,Slate_InvalidationProcessing_AttributeUpdate,5264,0.0010813,0.0010813,659
7104,7063,Slate_InvalidationProcessing_PreUpdate,5264,0.0016986,0.0016986,659
5078,7365,Slate::Tick (Platform and Input),658,0.0547173,0.0004313,659
5079,5078,Slate::TickPlatform,658,0.054286,0.054286,659
5077,7365,ProcessLocalPlayerSlateOperations,658,0.370313,0.370313,659
5075,7365,FCardRepresentationAsyncQueue::ProcessAsyncTasks,658,0.000315600002,0.000164600002,659
5076,5075,FCardRepresentationAsyncQueue::ProcessPendingTasks,658,0.000151,0.000151,659
5074,7365,FGroomBindingCompilingManager::ProcessGroomBindingAssets,658,4.39999988e-05,4.39999988e-05,659
5073,7365,FDistanceFieldAsyncQueue::ProcessAsyncTasks,658,0.000465100001,0.000293800001,659
3536,5073,FDistanceFieldAsyncQueue::ProcessPendingTasks,658,0.0001713,0.0001713,659
5072,7365,FSkinnedAssetCompilingManager::ProcessSkinnedAssets,658,0.0001016,0.0001016,659
5070,7365,FStaticMeshCompilingManager::ProcessStaticMeshes,658,0.0001912,0.0001912,659
5068,7365,FAnimBankCompilingManager::ProcessAnimBanks,658,0.0001019,0.0001019,659
4784,7365,FShaderCompilingManager::ProcessAsyncResults,658,0.0005528,0.0005528,659
5066,7365,FSoundWaveCompilingManager::ProcessSoundWaves,658,7.39000006e-05,7.39000006e-05,659
5063,7365,FTextureCompilingManager::ProcessTextures,658,0.0001088,0.0001088,659
4903,7365,Tick_Engine,659,13.8868559,0.2377758,659
3426,4903,FAnalyticsPropertyStore::Flush,2,2.38e-05,1.74999999e-05,659
53,3426,FWaitingQueue_Unpark_SignalWaitingThread,2,3.20000004e-06,3.20000004e-06,659
3273,3426,FAsyncTask::SyncCompletion,2,3.10000007e-06,3.10000007e-06,659
4408,4903,UWorld::UpdateLevelStreaming,658,0.000982499999,0.000926099996,659
4409,4408,UpdateLevelVisibilityPriority,658,5.64000023e-05,5.64000023e-05,659
5001,4903,FDirectoryWatcherWindows::Tick,658,0.0023201,0.0023201,659
4994,4903,Asset Registry Tick,658,0.0042624,0.0036988,659
4995,4994,Asset Registry Event Broadcast,658,0.0005636,0.0005636,659
4907,4903,UMassEntityEditorSubsystem::Tick,658,0.2878672,0.0130898,659
6810,4907,OnPreEntityDestroyed,1196,0.000130500001,3.76000012e-05,659
4363,6810,MassObserver_OnCompositionChanged_Entity,1196,9.28999996e-05,4.49000017e-05,659
4364,4363,MassObserver_OnCompositionChanged,1196,4.79999978e-05,4.79999978e-05,659
4363,4907,MassObserver_OnCompositionChanged_Entity,2386,0.000219599998,0.000114499999,659
4364,4363,MassObserver_OnCompositionChanged,2386,0.000105099999,0.000105099999,659
4990,4907,[TEDS] Tick time sliced tasks,658,0.0037076,0.0015215,659
4991,4990,[TEDS] Tick time sliced tasks: 'Mapping Table GC',658,0.0013741,0.000181600001,659
4992,4991,[TEDS] Mapping clean up,658,0.0011925,0.000151900001,659
6476,4992,[TEDS] Mapping drain deletion queue,4,0.0002593,0.0002593,659
29,4992,ParallelFor,16,0.0007813,4.47999994e-05,659
48,29,ParallelFor.Wait,12,0.0003282,0.0003282,659
222,29,ParallelFor Task,12,0.0003742,1.89999992e-06,659
5844,222,[TEDS] Mapping inspect rows,13,0.0003723,0.0003723,659
53,29,FWaitingQueue_Unpark_SignalWaitingThread,8,3.14e-05,3.14e-05,659
5844,29,[TEDS] Mapping inspect rows,4,2.7000001e-06,2.7000001e-06,659
4993,4990,[TEDS] Tick time sliced tasks: 'ProcessAssetTasksCooperatively',658,0.000812,0.000749200003,659
4910,4993,FTedsAssetData::ProcessTaskQueues,658,6.27999974e-05,6.27999974e-05,659
3641,4907,FTaskBase::WaitWithNamedThreadsSupport,658,0.2099001,0.0262565,659
4960,3641,Flush Deferred Commands Parallel,2632,0.0240226,0.0135596,659
4380,4960,MassDeferredCommand_Execute,667,0.0099804,0.004124,659
